"actor_id","target_year","sector_list","target_boundary","percent_achieved","last_updated","target_type","baseline_year","target_id","target_value","target_unit","data_source"
"GB SUN",2040,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",15.7,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:GB SUN",96.3,"percent","CDPCitiesTargets:2021"
"TR KAD",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",14,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:TR KAD",40,"percent","CDPCitiesTargets:2021"
"TW TNN",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",11.4,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:TW TNN",50,"percent","CDPCitiesTargets:2021"
"JP UKY",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:JP UKY",0,"tCO2e","CDPCitiesTargets:2021"
"IS REY",2030,"Waste","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2019,"CDPCitiesTargets:2021:IS REY",100,"percent","CDPCitiesTargets:2021"
"AR BUE",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",11.5,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:AR BUE",84.42506,"percent","CDPCitiesTargets:2021"
"JP NQU",2028,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP NQU",22.97,"percent","CDPCitiesTargets:2021"
"ID SRG",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0.45,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:ID SRG",2.96,"percent","CDPCitiesTargets:2021"
"BD DAC",2050,"Energy","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Absolute emission reduction",2018,"CDPCitiesTargets:2021:BD DAC",100,"percent","CDPCitiesTargets:2021"
"JP IAK",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",22.37,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:JP IAK",69.99,"percent","CDPCitiesTargets:2021"
"SE SKV",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",83,"2021-10-04T09:30:14.243","Carbon intensity reduction",1990,"CDPCitiesTargets:2021:SE SKV",40,"percent","CDPCitiesTargets:2021"
"LV RIX",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",63.9,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:LV RIX",60,"percent","CDPCitiesTargets:2021"
"TR IST",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2019,"CDPCitiesTargets:2021:TR IST",100,"percent","CDPCitiesTargets:2021"
"JP MYO",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP MYO",26,"percent","CDPCitiesTargets:2021"
"AR BUE",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",18.4,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:AR BUE",52.868229,"percent","CDPCitiesTargets:2021"
"SE UME",2025,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",0,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:SE UME",50,"percent","CDPCitiesTargets:2021"
"UG KLA",2030,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:UG KLA",22,"percent","CDPCitiesTargets:2021"
"SE LUD",2020,"Other, please specify: Energy and transport","Local Government Operations - covers only emission sources owned and operated by local government",99,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:SE LUD",NA,"percent","CDPCitiesTargets:2021"
"IT LAQ",2020,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT LAQ",20,"percent","CDPCitiesTargets:2021"
"IT LAQ",2020,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT LAQ",20,"percent","CDPCitiesTargets:2021"
"DE HEI",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2050,"CDPCitiesTargets:2021:DE HEI",NA,"percent","CDPCitiesTargets:2021"
"PA OCU",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:PA OCU",NA,"tCO2e","CDPCitiesTargets:2021"
"GB SUN",2045,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",15.4,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:GB SUN",98.3,"percent","CDPCitiesTargets:2021"
"ES VIT",2020,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",87,"2021-10-04T09:30:14.243","Absolute emission reduction",2006,"CDPCitiesTargets:2021:ES VIT",25.7,"percent","CDPCitiesTargets:2021"
"DK HVV",2035,"Energy","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:DK HVV",0,"tCO2e","CDPCitiesTargets:2021"
"TR NIL",2020,"All emissions sources included in city inventory","Smaller – covers only part of the city",20,"2021-10-04T09:30:14.243","Carbon intensity reduction",2013,"CDPCitiesTargets:2021:TR NIL",20,"percent","CDPCitiesTargets:2021"
"BR PVH",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:BR PVH",NA,"percent","CDPCitiesTargets:2021"
"SE LUD",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:SE LUD",50,"percent","CDPCitiesTargets:2021"
"GI GIB",2045,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:GI GIB",0,"tCO2e","CDPCitiesTargets:2021"
"CI COD",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Relative emission reduction",NA,"CDPCitiesTargets:2021:CI COD",NA,"percent","CDPCitiesTargets:2021"
"JP KKJ",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",1.6,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:JP KKJ",50,"percent","CDPCitiesTargets:2021"
"PE COM",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:PE COM",NA,"percent","CDPCitiesTargets:2021"
"IT MIL",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",36.5,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT MIL",100,"percent","CDPCitiesTargets:2021"
"IT MIL",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",36.5,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT MIL",100,"percent","CDPCitiesTargets:2021"
"JP TSB",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP TSB",26,"percent","CDPCitiesTargets:2021"
"AU SYD",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",26,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:AU SYD",0,"tCO2e","CDPCitiesTargets:2021"
"MY MUA",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Carbon intensity reduction",2017,"CDPCitiesTargets:2021:MY MUA",63,"percent","CDPCitiesTargets:2021"
"JP SUI",2028,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",38,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP SUI",50,"percent","CDPCitiesTargets:2021"
"JP S67",2018,"All emissions sources included in city inventory","Local Government Operations - covers only emission sources owned and operated by local government",100,"2021-10-04T09:30:14.243","Absolute emission reduction",2006,"CDPCitiesTargets:2021:JP S67",32.3,"percent","CDPCitiesTargets:2021"
"IT MIL",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",41.5,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT MIL",45,"percent","CDPCitiesTargets:2021"
"IT MIL",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",41.5,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT MIL",45,"percent","CDPCitiesTargets:2021"
"SE SKV",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",26,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:SE SKV",22388,"tCO2e","CDPCitiesTargets:2021"
"IT FLR",2030,"Transport","Larger – covers the whole city and adjoining areas",1,"2021-10-04T09:30:14.243","Absolute emission reduction",2018,"CDPCitiesTargets:2021:IT FLR",9,"percent","CDPCitiesTargets:2021"
"IT FLR",2030,"Transport","Larger – covers the whole city and adjoining areas",1,"2021-10-04T09:30:14.243","Absolute emission reduction",2018,"CDPCitiesTargets:2021:IT FLR",9,"percent","CDPCitiesTargets:2021"
"SI LJU",2040,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",65,"2021-10-04T09:30:14.243","Absolute emission reduction",2008,"CDPCitiesTargets:2021:SI LJU",40,"percent","CDPCitiesTargets:2021"
"ET ADD",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:ET ADD",100,"percent","CDPCitiesTargets:2021"
"ID BPN",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",40.2,"2021-10-04T09:30:14.243","Relative emission reduction",2020,"CDPCitiesTargets:2021:ID BPN",19.39,"percent","CDPCitiesTargets:2021"
"TW NTC",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",19.27,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:TW NTC",30,"percent","CDPCitiesTargets:2021"
"IT FRR",2030,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",21.6,"2021-10-04T09:30:14.243","Absolute emission reduction",2007,"CDPCitiesTargets:2021:IT FRR",41.8,"percent","CDPCitiesTargets:2021"
"BR SSA",2024,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2018,"CDPCitiesTargets:2021:BR SSA",15,"percent","CDPCitiesTargets:2021"
"DE BER",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",41,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:DE BER",85,"percent","CDPCitiesTargets:2021"
"GB SAA",2020,"Energy","Same (city-wide) – covers entire city and nothing else",73,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:GB SAA",35,"percent","CDPCitiesTargets:2021"
"DK RKE",2020,"All emissions sources included in city inventory",NA,29,"2021-10-04T09:30:14.243","Absolute emission reduction",2008,"CDPCitiesTargets:2021:DK RKE",35,"percent","CDPCitiesTargets:2021"
"MX CLY",2028,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:MX CLY",5,"percent","CDPCitiesTargets:2021"
"TW CYI",2025,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",31,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:TW CYI",10,"percent","CDPCitiesTargets:2021"
"AR MTC",2030,"Other, please specify: Energía, Transporte y Residuos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR MTC",18,"percent","CDPCitiesTargets:2021"
"MY MEA",2030,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",NA,"2021-10-04T09:30:14.243","Carbon intensity reduction",2015,"CDPCitiesTargets:2021:MY MEA",45,"percent","CDPCitiesTargets:2021"
"JP KNZ",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",10,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP KNZ",100,"percent","CDPCitiesTargets:2021"
"BR ARU",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:BR ARU",NA,"percent","CDPCitiesTargets:2021"
"DK AAR",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:DK AAR",NA,"percent","CDPCitiesTargets:2021"
"BR SOR",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Carbon intensity reduction",2012,"CDPCitiesTargets:2021:BR SOR",20,"percent","CDPCitiesTargets:2021"
"JP YOS",2021,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:JP YOS",20,"percent","CDPCitiesTargets:2021"
"JP KKJ",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",1.6,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:JP KKJ",30,"percent","CDPCitiesTargets:2021"
"BR SSA",2032,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2018,"CDPCitiesTargets:2021:BR SSA",25,"percent","CDPCitiesTargets:2021"
"BR CWB",2030,NA,NA,NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:BR CWB",23.4,"percent","CDPCitiesTargets:2021"
"JP AAK",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:JP AAK",31.7,"percent","CDPCitiesTargets:2021"
"GB SAA",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",42,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:GB SAA",100,"percent","CDPCitiesTargets:2021"
"SE HEL",NA,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:SE HEL",NA,"percent","CDPCitiesTargets:2021"
"NZ WLG",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",17,"2021-10-04T09:30:14.243","Absolute emission reduction",2001,"CDPCitiesTargets:2021:NZ WLG",43,"percent","CDPCitiesTargets:2021"
